Geography,Geographic Area Name,Estimate!!Median value (dollars),Margin of Error!!Median value (dollars)
1500000US170316912002,Block Group 2; Census Tract 6912; Cook County; Illinois,162500,12170
1500000US170316912003,Block Group 3; Census Tract 6912; Cook County; Illinois,-,**
1500000US170316913001,Block Group 1; Census Tract 6913; Cook County; Illinois,141700,36499
1500000US170316913002,Block Group 2; Census Tract 6913; Cook County; Illinois,248700,87445
1500000US170316914001,Block Group 1; Census Tract 6914; Cook County; Illinois,216400,40304
1500000US170316914002,Block Group 2; Census Tract 6914; Cook County; Illinois,154200,29653
1500000US170316914003,Block Group 3; Census Tract 6914; Cook County; Illinois,-,**
1500000US170316914004,Block Group 4; Census Tract 6914; Cook County; Illinois,141100,25159
1500000US170316914005,Block Group 5; Census Tract 6914; Cook County; Illinois,217000,64954
1500000US170316915001,Block Group 1; Census Tract 6915; Cook County; Illinois,-,**
1500000US170316915002,Block Group 2; Census Tract 6915; Cook County; Illinois,251400,139525
1500000US170316915003,Block Group 3; Census Tract 6915; Cook County; Illinois,96200,40293
1500000US170317001001,Block Group 1; Census Tract 7001; Cook County; Illinois,224600,50796
1500000US170317001002,Block Group 2; Census Tract 7001; Cook County; Illinois,193200,48513
1500000US170317002001,Block Group 1; Census Tract 7002; Cook County; Illinois,203100,72194
1500000US170317002002,Block Group 2; Census Tract 7002; Cook County; Illinois,244100,20093
1500000US170317002003,Block Group 3; Census Tract 7002; Cook County; Illinois,229400,27299
1500000US170317002004,Block Group 4; Census Tract 7002; Cook County; Illinois,231200,19833
1500000US170317003011,Block Group 1; Census Tract 7003.01; Cook County; Illinois,272900,22161
1500000US170317003012,Block Group 2; Census Tract 7003.01; Cook County; Illinois,229800,11207
1500000US170317003013,Block Group 3; Census Tract 7003.01; Cook County; Illinois,227400,32010
1500000US170317003021,Block Group 1; Census Tract 7003.02; Cook County; Illinois,281000,15597
1500000US170317003022,Block Group 2; Census Tract 7003.02; Cook County; Illinois,250800,43149
1500000US170317003023,Block Group 3; Census Tract 7003.02; Cook County; Illinois,192700,11152
1500000US170317003024,Block Group 4; Census Tract 7003.02; Cook County; Illinois,279600,20035
1500000US170317004011,Block Group 1; Census Tract 7004.01; Cook County; Illinois,266800,17423
1500000US170317004012,Block Group 2; Census Tract 7004.01; Cook County; Illinois,206800,29988
1500000US170317004013,Block Group 3; Census Tract 7004.01; Cook County; Illinois,215600,52315
1500000US170317004014,Block Group 4; Census Tract 7004.01; Cook County; Illinois,199100,47304
1500000US170317004021,Block Group 1; Census Tract 7004.02; Cook County; Illinois,240100,15462
1500000US170317004022,Block Group 2; Census Tract 7004.02; Cook County; Illinois,219900,54978
1500000US170317004023,Block Group 3; Census Tract 7004.02; Cook County; Illinois,276900,23345
1500000US170317005011,Block Group 1; Census Tract 7005.01; Cook County; Illinois,202000,38235
1500000US170317005012,Block Group 2; Census Tract 7005.01; Cook County; Illinois,222100,10861
1500000US170317005013,Block Group 3; Census Tract 7005.01; Cook County; Illinois,214900,60843
1500000US170317005014,Block Group 4; Census Tract 7005.01; Cook County; Illinois,204800,89511
1500000US170317005015,Block Group 5; Census Tract 7005.01; Cook County; Illinois,230400,40620
1500000US170317005016,Block Group 6; Census Tract 7005.01; Cook County; Illinois,258300,93399
1500000US170317005021,Block Group 1; Census Tract 7005.02; Cook County; Illinois,264200,16008
1500000US170317005022,Block Group 2; Census Tract 7005.02; Cook County; Illinois,217600,51130
1500000US170317101001,Block Group 1; Census Tract 7101; Cook County; Illinois,219600,157283
1500000US170317102001,Block Group 1; Census Tract 7102; Cook County; Illinois,-,**
1500000US170317102002,Block Group 2; Census Tract 7102; Cook County; Illinois,-,**
1500000US170317102003,Block Group 3; Census Tract 7102; Cook County; Illinois,255100,37914
1500000US170317102004,Block Group 4; Census Tract 7102; Cook County; Illinois,167500,46861
1500000US170317102005,Block Group 5; Census Tract 7102; Cook County; Illinois,128500,69469
1500000US170317103001,Block Group 1; Census Tract 7103; Cook County; Illinois,158700,38440
1500000US170317104001,Block Group 1; Census Tract 7104; Cook County; Illinois,-,**
1500000US170317104002,Block Group 2; Census Tract 7104; Cook County; Illinois,-,**
1500000US170317104003,Block Group 3; Census Tract 7104; Cook County; Illinois,-,**
1500000US170317104004,Block Group 4; Census Tract 7104; Cook County; Illinois,-,**
1500000US170317104005,Block Group 5; Census Tract 7104; Cook County; Illinois,179700,95177
1500000US170317104006,Block Group 6; Census Tract 7104; Cook County; Illinois,188400,180278
1500000US170317105001,Block Group 1; Census Tract 7105; Cook County; Illinois,242600,125262
1500000US170317105002,Block Group 2; Census Tract 7105; Cook County; Illinois,175800,64290
1500000US170317105003,Block Group 3; Census Tract 7105; Cook County; Illinois,167200,72175
1500000US170317105004,Block Group 4; Census Tract 7105; Cook County; Illinois,189700,11651
1500000US170317106001,Block Group 1; Census Tract 7106; Cook County; Illinois,173100,60986
1500000US170317106002,Block Group 2; Census Tract 7106; Cook County; Illinois,245600,239435
1500000US170317107001,Block Group 1; Census Tract 7107; Cook County; Illinois,201900,173297
1500000US170317107002,Block Group 2; Census Tract 7107; Cook County; Illinois,188900,76731
1500000US170317107003,Block Group 3; Census Tract 7107; Cook County; Illinois,129500,31630
1500000US170317107004,Block Group 4; Census Tract 7107; Cook County; Illinois,204300,38200
1500000US170317108001,Block Group 1; Census Tract 7108; Cook County; Illinois,125000,96803
1500000US170317108002,Block Group 2; Census Tract 7108; Cook County; Illinois,171100,51375
1500000US170317108003,Block Group 3; Census Tract 7108; Cook County; Illinois,183400,29958
1500000US170317108004,Block Group 4; Census Tract 7108; Cook County; Illinois,218100,184290
1500000US170317108005,Block Group 5; Census Tract 7108; Cook County; Illinois,-,**
1500000US170317108006,Block Group 6; Census Tract 7108; Cook County; Illinois,120100,59680
1500000US170317109001,Block Group 1; Census Tract 7109; Cook County; Illinois,113300,26011
1500000US170317109002,Block Group 2; Census Tract 7109; Cook County; Illinois,232900,20612
1500000US170317110001,Block Group 1; Census Tract 7110; Cook County; Illinois,165200,68730
1500000US170317110002,Block Group 2; Census Tract 7110; Cook County; Illinois,194700,12797
1500000US170317110003,Block Group 3; Census Tract 7110; Cook County; Illinois,232900,141714
1500000US170317111001,Block Group 1; Census Tract 7111; Cook County; Illinois,194400,97729
1500000US170317111002,Block Group 2; Census Tract 7111; Cook County; Illinois,209600,35569
1500000US170317111003,Block Group 3; Census Tract 7111; Cook County; Illinois,171000,115574
1500000US170317112001,Block Group 1; Census Tract 7112; Cook County; Illinois,188400,14248
1500000US170317112002,Block Group 2; Census Tract 7112; Cook County; Illinois,222600,56698
1500000US170317112003,Block Group 3; Census Tract 7112; Cook County; Illinois,198600,27527
1500000US170317112004,Block Group 4; Census Tract 7112; Cook County; Illinois,174800,17816
1500000US170317113001,Block Group 1; Census Tract 7113; Cook County; Illinois,196900,81779
1500000US170317113002,Block Group 2; Census Tract 7113; Cook County; Illinois,221800,14141
1500000US170317114001,Block Group 1; Census Tract 7114; Cook County; Illinois,145200,54404
1500000US170317114002,Block Group 2; Census Tract 7114; Cook County; Illinois,205000,22132
1500000US170317114003,Block Group 3; Census Tract 7114; Cook County; Illinois,191700,18882
1500000US170317115001,Block Group 1; Census Tract 7115; Cook County; Illinois,172800,28597
1500000US170317115002,Block Group 2; Census Tract 7115; Cook County; Illinois,156400,18353
1500000US170317201001,Block Group 1; Census Tract 7201; Cook County; Illinois,426200,31308
1500000US170317201002,Block Group 2; Census Tract 7201; Cook County; Illinois,445800,45770
1500000US170317201003,Block Group 3; Census Tract 7201; Cook County; Illinois,479500,88423
1500000US170317202001,Block Group 1; Census Tract 7202; Cook County; Illinois,327800,197204
1500000US170317202002,Block Group 2; Census Tract 7202; Cook County; Illinois,273700,31642
1500000US170317202003,Block Group 3; Census Tract 7202; Cook County; Illinois,419100,111755
1500000US170317203001,Block Group 1; Census Tract 7203; Cook County; Illinois,387700,62980
1500000US170317203002,Block Group 2; Census Tract 7203; Cook County; Illinois,369700,48719
1500000US170317203003,Block Group 3; Census Tract 7203; Cook County; Illinois,467600,168930
1500000US170317203004,Block Group 4; Census Tract 7203; Cook County; Illinois,326000,44981
1500000US170317204001,Block Group 1; Census Tract 7204; Cook County; Illinois,327000,26343
1500000US170317204002,Block Group 2; Census Tract 7204; Cook County; Illinois,288200,17367
1500000US170317205001,Block Group 1; Census Tract 7205; Cook County; Illinois,408200,51993
1500000US170317205002,Block Group 2; Census Tract 7205; Cook County; Illinois,352500,22707
1500000US170317206001,Block Group 1; Census Tract 7206; Cook County; Illinois,561400,47997
1500000US170317206002,Block Group 2; Census Tract 7206; Cook County; Illinois,427900,64304
1500000US170317207001,Block Group 1; Census Tract 7207; Cook County; Illinois,758500,292243
1500000US170317207002,Block Group 2; Census Tract 7207; Cook County; Illinois,331100,38991
1500000US170317207003,Block Group 3; Census Tract 7207; Cook County; Illinois,282600,30450
1500000US170317301001,Block Group 1; Census Tract 7301; Cook County; Illinois,154800,27281
1500000US170317301002,Block Group 2; Census Tract 7301; Cook County; Illinois,147700,47883
1500000US170317301003,Block Group 3; Census Tract 7301; Cook County; Illinois,191100,24146
1500000US170317302011,Block Group 1; Census Tract 7302.01; Cook County; Illinois,255100,40555
1500000US170317302012,Block Group 2; Census Tract 7302.01; Cook County; Illinois,181200,17558
1500000US170317302013,Block Group 3; Census Tract 7302.01; Cook County; Illinois,-,**
1500000US170317302014,Block Group 4; Census Tract 7302.01; Cook County; Illinois,209100,137837
1500000US170317302015,Block Group 5; Census Tract 7302.01; Cook County; Illinois,-,**
1500000US170317302021,Block Group 1; Census Tract 7302.02; Cook County; Illinois,173300,42147
1500000US170317302022,Block Group 2; Census Tract 7302.02; Cook County; Illinois,193900,67956
1500000US170317302023,Block Group 3; Census Tract 7302.02; Cook County; Illinois,329600,26868
1500000US170317303001,Block Group 1; Census Tract 7303; Cook County; Illinois,164200,32227
1500000US170317304001,Block Group 1; Census Tract 7304; Cook County; Illinois,-,**
1500000US170317304002,Block Group 2; Census Tract 7304; Cook County; Illinois,216000,35632
1500000US170317304003,Block Group 3; Census Tract 7304; Cook County; Illinois,212300,31824
1500000US170317304004,Block Group 4; Census Tract 7304; Cook County; Illinois,131300,76866
1500000US170317305001,Block Group 1; Census Tract 7305; Cook County; Illinois,150000,71331
1500000US170317305002,Block Group 2; Census Tract 7305; Cook County; Illinois,138500,48577
1500000US170317305003,Block Group 3; Census Tract 7305; Cook County; Illinois,134100,19677
1500000US170317305004,Block Group 4; Census Tract 7305; Cook County; Illinois,149400,42571
1500000US170317306001,Block Group 1; Census Tract 7306; Cook County; Illinois,241000,203014
1500000US170317306002,Block Group 2; Census Tract 7306; Cook County; Illinois,186300,20450
1500000US170317306003,Block Group 3; Census Tract 7306; Cook County; Illinois,174800,37902
1500000US170317307001,Block Group 1; Census Tract 7307; Cook County; Illinois,176800,27097
1500000US170317307002,Block Group 2; Census Tract 7307; Cook County; Illinois,162500,50989
1500000US170317401001,Block Group 1; Census Tract 7401; Cook County; Illinois,281400,28475
1500000US170317401002,Block Group 2; Census Tract 7401; Cook County; Illinois,315600,43470
1500000US170317401003,Block Group 3; Census Tract 7401; Cook County; Illinois,356300,216295
1500000US170317401004,Block Group 4; Census Tract 7401; Cook County; Illinois,252400,27732
1500000US170317402001,Block Group 1; Census Tract 7402; Cook County; Illinois,301200,40235
1500000US170317402002,Block Group 2; Census Tract 7402; Cook County; Illinois,315900,36063
1500000US170317402003,Block Group 3; Census Tract 7402; Cook County; Illinois,291200,43157
1500000US170317402004,Block Group 4; Census Tract 7402; Cook County; Illinois,302000,37737
1500000US170317403001,Block Group 1; Census Tract 7403; Cook County; Illinois,333300,18985
1500000US170317403002,Block Group 2; Census Tract 7403; Cook County; Illinois,285100,34401
1500000US170317403003,Block Group 3; Census Tract 7403; Cook County; Illinois,368900,70661
1500000US170317403004,Block Group 4; Census Tract 7403; Cook County; Illinois,248000,83774
1500000US170317403005,Block Group 5; Census Tract 7403; Cook County; Illinois,340100,50434
1500000US170317404001,Block Group 1; Census Tract 7404; Cook County; Illinois,287900,27631
1500000US170317404002,Block Group 2; Census Tract 7404; Cook County; Illinois,305200,46280
1500000US170317404003,Block Group 3; Census Tract 7404; Cook County; Illinois,315700,28644
1500000US170317404004,Block Group 4; Census Tract 7404; Cook County; Illinois,268700,23222
1500000US170317501001,Block Group 1; Census Tract 7501; Cook County; Illinois,191700,35349
1500000US170317501002,Block Group 2; Census Tract 7501; Cook County; Illinois,220600,21458
1500000US170317501003,Block Group 3; Census Tract 7501; Cook County; Illinois,212900,79632
1500000US170317501004,Block Group 4; Census Tract 7501; Cook County; Illinois,137100,41355
1500000US170317502001,Block Group 1; Census Tract 7502; Cook County; Illinois,244700,101544
1500000US170317502002,Block Group 2; Census Tract 7502; Cook County; Illinois,129200,124705
1500000US170317502003,Block Group 3; Census Tract 7502; Cook County; Illinois,395000,179710
1500000US170317502004,Block Group 4; Census Tract 7502; Cook County; Illinois,229200,31862
1500000US170317503001,Block Group 1; Census Tract 7503; Cook County; Illinois,294700,47928
1500000US170317503002,Block Group 2; Census Tract 7503; Cook County; Illinois,313300,61088
1500000US170317503003,Block Group 3; Census Tract 7503; Cook County; Illinois,348600,45256
1500000US170317504001,Block Group 1; Census Tract 7504; Cook County; Illinois,354500,72795
1500000US170317504002,Block Group 2; Census Tract 7504; Cook County; Illinois,284200,44508
1500000US170317504003,Block Group 3; Census Tract 7504; Cook County; Illinois,266800,39123
1500000US170317505001,Block Group 1; Census Tract 7505; Cook County; Illinois,342100,30547
1500000US170317505002,Block Group 2; Census Tract 7505; Cook County; Illinois,266700,239227
1500000US170317505003,Block Group 3; Census Tract 7505; Cook County; Illinois,-,**
1500000US170317505004,Block Group 4; Census Tract 7505; Cook County; Illinois,228200,33499
1500000US170317506001,Block Group 1; Census Tract 7506; Cook County; Illinois,162800,15556
1500000US170317506002,Block Group 2; Census Tract 7506; Cook County; Illinois,207400,26775
1500000US170317506003,Block Group 3; Census Tract 7506; Cook County; Illinois,128700,31026
1500000US170317506004,Block Group 4; Census Tract 7506; Cook County; Illinois,178700,70389
1500000US170317608011,Block Group 1; Census Tract 7608.01; Cook County; Illinois,289300,22989
1500000US170317608012,Block Group 2; Census Tract 7608.01; Cook County; Illinois,146200,58063
1500000US170317608021,Block Group 1; Census Tract 7608.02; Cook County; Illinois,377200,41603
1500000US170317608031,Block Group 1; Census Tract 7608.03; Cook County; Illinois,267100,17972
1500000US170317608032,Block Group 2; Census Tract 7608.03; Cook County; Illinois,164700,9665
1500000US170317608033,Block Group 3; Census Tract 7608.03; Cook County; Illinois,165500,30273
1500000US170317608034,Block Group 4; Census Tract 7608.03; Cook County; Illinois,173100,61370
1500000US170317702011,Block Group 1; Census Tract 7702.01; Cook County; Illinois,349800,19121
1500000US170317702012,Block Group 2; Census Tract 7702.01; Cook County; Illinois,244500,22293
1500000US170317702013,Block Group 3; Census Tract 7702.01; Cook County; Illinois,272700,20832
1500000US170317702021,Block Group 1; Census Tract 7702.02; Cook County; Illinois,333800,21771
1500000US170317702022,Block Group 2; Census Tract 7702.02; Cook County; Illinois,183500,30964
1500000US170317702023,Block Group 3; Census Tract 7702.02; Cook County; Illinois,385000,43231
1500000US170317703001,Block Group 1; Census Tract 7703; Cook County; Illinois,372200,42912
1500000US170317703002,Block Group 2; Census Tract 7703; Cook County; Illinois,360700,25521
1500000US170317703003,Block Group 3; Census Tract 7703; Cook County; Illinois,324800,22157
1500000US170317703004,Block Group 4; Census Tract 7703; Cook County; Illinois,173800,125934
1500000US170317703005,Block Group 5; Census Tract 7703; Cook County; Illinois,277300,18638
1500000US170317704001,Block Group 1; Census Tract 7704; Cook County; Illinois,314700,32619
1500000US170317704002,Block Group 2; Census Tract 7704; Cook County; Illinois,285900,11485
1500000US170317704003,Block Group 3; Census Tract 7704; Cook County; Illinois,236800,29066
1500000US170317705001,Block Group 1; Census Tract 7705; Cook County; Illinois,32600,8522
1500000US170317705002,Block Group 2; Census Tract 7705; Cook County; Illinois,21800,3293
1500000US170317706011,Block Group 1; Census Tract 7706.01; Cook County; Illinois,344700,58184
1500000US170317706012,Block Group 2; Census Tract 7706.01; Cook County; Illinois,332100,20193
1500000US170317706013,Block Group 3; Census Tract 7706.01; Cook County; Illinois,305400,45839
1500000US170317706021,Block Group 1; Census Tract 7706.02; Cook County; Illinois,316900,28903
1500000US170317706022,Block Group 2; Census Tract 7706.02; Cook County; Illinois,-,**
1500000US170317706023,Block Group 3; Census Tract 7706.02; Cook County; Illinois,340400,53441
1500000US170317707001,Block Group 1; Census Tract 7707; Cook County; Illinois,566200,501165
1500000US170317707002,Block Group 2; Census Tract 7707; Cook County; Illinois,396100,65795
1500000US170317708001,Block Group 1; Census Tract 7708; Cook County; Illinois,282400,13027
1500000US170317708002,Block Group 2; Census Tract 7708; Cook County; Illinois,256900,46547
1500000US170317709011,Block Group 1; Census Tract 7709.01; Cook County; Illinois,312000,40786
1500000US170317709012,Block Group 2; Census Tract 7709.01; Cook County; Illinois,350800,98103
1500000US170317709013,Block Group 3; Census Tract 7709.01; Cook County; Illinois,384100,117787
1500000US170317709014,Block Group 4; Census Tract 7709.01; Cook County; Illinois,318400,37000
1500000US170317709021,Block Group 1; Census Tract 7709.02; Cook County; Illinois,356100,41796
1500000US170317709022,Block Group 2; Census Tract 7709.02; Cook County; Illinois,387600,29480
1500000US170318001001,Block Group 1; Census Tract 8001; Cook County; Illinois,"2,000,000+",***
1500000US170318001002,Block Group 2; Census Tract 8001; Cook County; Illinois,1503000,276230
1500000US170318002001,Block Group 1; Census Tract 8002; Cook County; Illinois,1727900,1671402
1500000US170318002002,Block Group 2; Census Tract 8002; Cook County; Illinois,1078600,656546
1500000US170318002003,Block Group 3; Census Tract 8002; Cook County; Illinois,-,**
1500000US170318002004,Block Group 4; Census Tract 8002; Cook County; Illinois,947200,269201
1500000US170318002005,Block Group 5; Census Tract 8002; Cook County; Illinois,954500,89367
1500000US170318002006,Block Group 6; Census Tract 8002; Cook County; Illinois,"2,000,000+",***
1500000US170318003001,Block Group 1; Census Tract 8003; Cook County; Illinois,1081400,83915
1500000US170318003002,Block Group 2; Census Tract 8003; Cook County; Illinois,859800,507737
1500000US170318003003,Block Group 3; Census Tract 8003; Cook County; Illinois,1168900,241008
1500000US170318004001,Block Group 1; Census Tract 8004; Cook County; Illinois,1856000,565644
1500000US170318004002,Block Group 2; Census Tract 8004; Cook County; Illinois,1269700,298836
1500000US170318004003,Block Group 3; Census Tract 8004; Cook County; Illinois,1239700,152856
1500000US170318005001,Block Group 1; Census Tract 8005; Cook County; Illinois,910700,140403
1500000US170318005002,Block Group 2; Census Tract 8005; Cook County; Illinois,1196100,167764
1500000US170318005003,Block Group 3; Census Tract 8005; Cook County; Illinois,"2,000,000+",***
1500000US170318005004,Block Group 4; Census Tract 8005; Cook County; Illinois,1084200,100379
1500000US170318005005,Block Group 5; Census Tract 8005; Cook County; Illinois,1174700,126059
1500000US170318006001,Block Group 1; Census Tract 8006; Cook County; Illinois,"2,000,000+",***
1500000US170318006002,Block Group 2; Census Tract 8006; Cook County; Illinois,1123400,90376
1500000US170318007001,Block Group 1; Census Tract 8007; Cook County; Illinois,1477300,674520
1500000US170318007002,Block Group 2; Census Tract 8007; Cook County; Illinois,895400,101161
1500000US170318007003,Block Group 3; Census Tract 8007; Cook County; Illinois,1191300,239817
1500000US170318007004,Block Group 4; Census Tract 8007; Cook County; Illinois,852900,235009
1500000US170318008001,Block Group 1; Census Tract 8008; Cook County; Illinois,595700,103675
1500000US170318009001,Block Group 1; Census Tract 8009; Cook County; Illinois,638400,57509
1500000US170318009002,Block Group 2; Census Tract 8009; Cook County; Illinois,579500,102253
1500000US170318009003,Block Group 3; Census Tract 8009; Cook County; Illinois,482600,31709
1500000US170318009004,Block Group 4; Census Tract 8009; Cook County; Illinois,412200,29099
1500000US170318010001,Block Group 1; Census Tract 8010; Cook County; Illinois,696700,150548
1500000US170318010002,Block Group 2; Census Tract 8010; Cook County; Illinois,775000,230605
1500000US170318010003,Block Group 3; Census Tract 8010; Cook County; Illinois,711700,199970
1500000US170318010004,Block Group 4; Census Tract 8010; Cook County; Illinois,666700,79313
1500000US170318011001,Block Group 1; Census Tract 8011; Cook County; Illinois,876000,58568
1500000US170318011002,Block Group 2; Census Tract 8011; Cook County; Illinois,729200,93911
1500000US170318011003,Block Group 3; Census Tract 8011; Cook County; Illinois,835900,94073
1500000US170318011004,Block Group 4; Census Tract 8011; Cook County; Illinois,995600,211401
1500000US170318012001,Block Group 1; Census Tract 8012; Cook County; Illinois,1000000,300774
1500000US170318012002,Block Group 2; Census Tract 8012; Cook County; Illinois,1448900,326522
1500000US170318012003,Block Group 3; Census Tract 8012; Cook County; Illinois,1031700,290057
1500000US170318013001,Block Group 1; Census Tract 8013; Cook County; Illinois,712000,164631
1500000US170318013002,Block Group 2; Census Tract 8013; Cook County; Illinois,1094700,323244
1500000US170318013003,Block Group 3; Census Tract 8013; Cook County; Illinois,1416100,155566
1500000US170318013004,Block Group 4; Census Tract 8013; Cook County; Illinois,923700,350186
1500000US170318014001,Block Group 1; Census Tract 8014; Cook County; Illinois,506200,107940
1500000US170318014002,Block Group 2; Census Tract 8014; Cook County; Illinois,610300,89388
1500000US170318015001,Block Group 1; Census Tract 8015; Cook County; Illinois,509500,69495
1500000US170318015002,Block Group 2; Census Tract 8015; Cook County; Illinois,723600,108256
1500000US170318015003,Block Group 3; Census Tract 8015; Cook County; Illinois,429200,63326
1500000US170318016011,Block Group 1; Census Tract 8016.01; Cook County; Illinois,583200,40272
1500000US170318016012,Block Group 2; Census Tract 8016.01; Cook County; Illinois,594700,37526
1500000US170318016031,Block Group 1; Census Tract 8016.03; Cook County; Illinois,505300,86637
1500000US170318016032,Block Group 2; Census Tract 8016.03; Cook County; Illinois,355300,79616
1500000US170318016051,Block Group 1; Census Tract 8016.05; Cook County; Illinois,515200,149769
1500000US170318016052,Block Group 2; Census Tract 8016.05; Cook County; Illinois,811300,73924
1500000US170318016053,Block Group 3; Census Tract 8016.05; Cook County; Illinois,765200,111579
1500000US170318016054,Block Group 4; Census Tract 8016.05; Cook County; Illinois,673700,56439
1500000US170318016055,Block Group 5; Census Tract 8016.05; Cook County; Illinois,745300,111781
1500000US170318016061,Block Group 1; Census Tract 8016.06; Cook County; Illinois,853400,184826
1500000US170318016062,Block Group 2; Census Tract 8016.06; Cook County; Illinois,680100,64203
1500000US170318016063,Block Group 3; Census Tract 8016.06; Cook County; Illinois,841300,84593
1500000US170318016064,Block Group 4; Census Tract 8016.06; Cook County; Illinois,616100,41040
1500000US170318016065,Block Group 5; Census Tract 8016.06; Cook County; Illinois,479700,27267
1500000US170318016071,Block Group 1; Census Tract 8016.07; Cook County; Illinois,706200,56607
1500000US170318016072,Block Group 2; Census Tract 8016.07; Cook County; Illinois,548400,102968
1500000US170318016073,Block Group 3; Census Tract 8016.07; Cook County; Illinois,668000,42951
1500000US170318016081,Block Group 1; Census Tract 8016.08; Cook County; Illinois,459400,46027
1500000US170318016082,Block Group 2; Census Tract 8016.08; Cook County; Illinois,408800,307744
1500000US170318016083,Block Group 3; Census Tract 8016.08; Cook County; Illinois,643900,73898
1500000US170318016084,Block Group 4; Census Tract 8016.08; Cook County; Illinois,648400,36226
1500000US170318017011,Block Group 1; Census Tract 8017.01; Cook County; Illinois,743500,72406
1500000US170318017012,Block Group 2; Census Tract 8017.01; Cook County; Illinois,730500,102737
1500000US170318017021,Block Group 1; Census Tract 8017.02; Cook County; Illinois,840900,550987
1500000US170318017022,Block Group 2; Census Tract 8017.02; Cook County; Illinois,599000,88820
1500000US170318017023,Block Group 3; Census Tract 8017.02; Cook County; Illinois,575900,70178
1500000US170318017024,Block Group 4; Census Tract 8017.02; Cook County; Illinois,536600,123309
1500000US170318018001,Block Group 1; Census Tract 8018; Cook County; Illinois,663400,95676
1500000US170318018002,Block Group 2; Census Tract 8018; Cook County; Illinois,1372500,533080
1500000US170318018003,Block Group 3; Census Tract 8018; Cook County; Illinois,1129500,296405
1500000US170318018004,Block Group 4; Census Tract 8018; Cook County; Illinois,446700,46949
1500000US170318019011,Block Group 1; Census Tract 8019.01; Cook County; Illinois,405300,67321
1500000US170318019012,Block Group 2; Census Tract 8019.01; Cook County; Illinois,582800,87374
1500000US170318019013,Block Group 3; Census Tract 8019.01; Cook County; Illinois,751400,176066
1500000US170318019021,Block Group 1; Census Tract 8019.02; Cook County; Illinois,979200,208003
1500000US170318019022,Block Group 2; Census Tract 8019.02; Cook County; Illinois,1050900,134849
1500000US170318019023,Block Group 3; Census Tract 8019.02; Cook County; Illinois,483300,125813
1500000US170318020021,Block Group 1; Census Tract 8020.02; Cook County; Illinois,647300,59812
1500000US170318020022,Block Group 2; Census Tract 8020.02; Cook County; Illinois,511100,79189
1500000US170318020031,Block Group 1; Census Tract 8020.03; Cook County; Illinois,596300,34083
1500000US170318020041,Block Group 1; Census Tract 8020.04; Cook County; Illinois,187600,23002
1500000US170318020042,Block Group 2; Census Tract 8020.04; Cook County; Illinois,779700,727677
1500000US170318020043,Block Group 3; Census Tract 8020.04; Cook County; Illinois,232900,62779
1500000US170318020044,Block Group 4; Census Tract 8020.04; Cook County; Illinois,152400,21113
1500000US170318021001,Block Group 1; Census Tract 8021; Cook County; Illinois,732100,208959
1500000US170318021002,Block Group 2; Census Tract 8021; Cook County; Illinois,629400,70717
1500000US170318021003,Block Group 3; Census Tract 8021; Cook County; Illinois,712100,66932
1500000US170318022001,Block Group 1; Census Tract 8022; Cook County; Illinois,1099300,224621
1500000US170318022002,Block Group 2; Census Tract 8022; Cook County; Illinois,465000,53195
1500000US170318022003,Block Group 3; Census Tract 8022; Cook County; Illinois,725000,86202
1500000US170318023001,Block Group 1; Census Tract 8023; Cook County; Illinois,737400,211681
1500000US170318023002,Block Group 2; Census Tract 8023; Cook County; Illinois,690400,68333
1500000US170318024021,Block Group 1; Census Tract 8024.02; Cook County; Illinois,423700,45894
1500000US170318024022,Block Group 2; Census Tract 8024.02; Cook County; Illinois,482600,125151
1500000US170318024023,Block Group 3; Census Tract 8024.02; Cook County; Illinois,232700,20423
1500000US170318024024,Block Group 4; Census Tract 8024.02; Cook County; Illinois,350000,240617
1500000US170318024031,Block Group 1; Census Tract 8024.03; Cook County; Illinois,242200,11916
1500000US170318024041,Block Group 1; Census Tract 8024.04; Cook County; Illinois,197600,42855
1500000US170318024042,Block Group 2; Census Tract 8024.04; Cook County; Illinois,305000,151501
1500000US170318024043,Block Group 3; Census Tract 8024.04; Cook County; Illinois,193300,124733
1500000US170318024044,Block Group 4; Census Tract 8024.04; Cook County; Illinois,92200,91879
1500000US170318025031,Block Group 1; Census Tract 8025.03; Cook County; Illinois,-,**
1500000US170318025032,Block Group 2; Census Tract 8025.03; Cook County; Illinois,310100,42696
1500000US170318025033,Block Group 3; Census Tract 8025.03; Cook County; Illinois,242500,23899
1500000US170318025034,Block Group 4; Census Tract 8025.03; Cook County; Illinois,218700,11293
1500000US170318025041,Block Group 1; Census Tract 8025.04; Cook County; Illinois,284900,27962
1500000US170318025042,Block Group 2; Census Tract 8025.04; Cook County; Illinois,226900,10396
1500000US170318025043,Block Group 3; Census Tract 8025.04; Cook County; Illinois,402100,151477
1500000US170318025044,Block Group 4; Census Tract 8025.04; Cook County; Illinois,314800,31985
1500000US170318025051,Block Group 1; Census Tract 8025.05; Cook County; Illinois,-,**
1500000US170318025052,Block Group 2; Census Tract 8025.05; Cook County; Illinois,224700,20395
1500000US170318025053,Block Group 3; Census Tract 8025.05; Cook County; Illinois,-,**
1500000US170318025054,Block Group 4; Census Tract 8025.05; Cook County; Illinois,237100,168003
1500000US170318025055,Block Group 5; Census Tract 8025.05; Cook County; Illinois,194000,47918
